assembly_accession	tax_id	tax_name	superkingdom	kingdom	phylum	class	order	family	genus	species
GCA_900185595.1	439482	Calothrix rhizosoleniae SC01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Calotrichaceae	Calothrix	Calothrix rhizosoleniae
GCA_900299285.1	46231	Anabaena sp. 54	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCA_900299445.1	1165094	Richelia intracellularis HH01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Richelia	Richelia intracellularis
GCA_900473895.1	2575514	Synechococcus sp. N32	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900473925.1	2575515	Synechococcus sp. N5	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900473935.1	337067	Synechococcus sp. UW105	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900473955.1	2575511	Synechococcus sp. GEYO	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900473965.1	2575510	Synechococcus sp. UW179A	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900473975.1	2575513	Synechococcus sp. N26	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900474015.1	368495	Synechococcus sp. UW106	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900474045.1	2575512	Synechococcus sp. N19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900474085.1	368491	Synechococcus sp. UW86	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900474185.1	368493	Synechococcus sp. UW69	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900474245.1	2575516	Synechococcus sp. UW179B	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900474295.1	368503	Synechococcus sp. UW140	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_900659865.1	945734	Hyella patelloides LEGE 07179	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyellaceae	Hyella	Hyella patelloides
GCA_902510835.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902514845.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902515165.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902515505.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902516365.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902517015.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902517095.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902517845.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902517955.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902518475.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519155.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519185.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519235.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519535.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519565.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519705.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519765.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902519915.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902520005.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902520365.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902520485.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902520935.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902520965.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521125.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521235.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521405.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521415.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521455.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902521665.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521945.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902521995.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902522065.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902522675.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902522745.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902522795.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902522905.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902523145.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902523415.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902523935.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902524065.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902524365.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902524855.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902524975.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902525075.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902525125.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902525585.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902525905.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902526145.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902526435.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902527105.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902527515.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902527755.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902527915.1	154535	uncultured Synechococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_902528015.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902528325.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902531665.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902532695.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902532915.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902533015.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902533725.1	154535	uncultured Synechococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_902533935.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902534475.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902534515.1	1665021	uncultured Synechococcaceae cyanobacterium	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	NA	NA
GCA_902534615.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_902534675.1	159733	uncultured Prochlorococcus sp.	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
